phase,hand,reward,cumulative,win_rate,qtable_size
aggressive,104,0.0,-1365.4000000000017,0.2403846153846154,13
aggressive,105,0.1,-1365.3000000000018,0.24761904761904763,13
aggressive,106,0.0,-1365.3000000000018,0.24528301886792453,13
aggressive,107,0.0,-1365.3000000000018,0.24299065420560748,13
aggressive,108,0.0,-1365.3000000000018,0.24074074074074073,13
aggressive,109,0.1,-1365.2000000000019,0.24770642201834864,13
aggressive,110,0.1,-1365.100000000002,0.2545454545454545,13
aggressive,111,0.1,-1365.000000000002,0.26126126126126126,13
aggressive,112,0.1,-1364.9000000000021,0.26785714285714285,13
aggressive,113,0.0,-1364.9000000000021,0.26548672566371684,13
aggressive,114,0.0,-1364.9000000000021,0.2631578947368421,13
aggressive,115,0.6000000000000001,-1364.3000000000022,0.26956521739130435,13
aggressive,116,0.1,-1364.2000000000023,0.27586206896551724,13
aggressive,117,0.0,-1364.2000000000023,0.27350427350427353,13
aggressive,118,0.0,-1364.2000000000023,0.2711864406779661,13
aggressive,119,0.0,-1364.2000000000023,0.2689075630252101,13
aggressive,120,0.0,-1364.2000000000023,0.26666666666666666,13
aggressive,121,0.0,-1364.2000000000023,0.2644628099173554,13
aggressive,122,0.0,-1364.2000000000023,0.26229508196721313,13
aggressive,123,0.0,-1364.2000000000023,0.2601626016260163,13
aggressive,124,0.0,-1364.2000000000023,0.25806451612903225,13
aggressive,125,0.30000000000000004,-1363.9000000000024,0.264,13
aggressive,126,0.0,-1363.9000000000024,0.2619047619047619,13
aggressive,127,0.1,-1363.8000000000025,0.2677165354330709,13
aggressive,128,0.30000000000000004,-1363.5000000000025,0.2734375,13
aggressive,129,0.0,-1363.5000000000025,0.2713178294573643,13
aggressive,130,0.0,-1363.5000000000025,0.2692307692307692,13
aggressive,131,0.1,-1363.4000000000026,0.2748091603053435,13
aggressive,132,0.0,-1363.4000000000026,0.2727272727272727,13
aggressive,133,0.0,-1363.4000000000026,0.2706766917293233,13
aggressive,134,0.0,-1363.4000000000026,0.26865671641791045,13
aggressive,135,0.0,-1363.4000000000026,0.26666666666666666,13
aggressive,136,0.0,-1363.4000000000026,0.2647058823529412,13
aggressive,137,0.0,-1363.4000000000026,0.26277372262773724,13
aggressive,138,0.1,-1363.3000000000027,0.26811594202898553,13
aggressive,139,0.0,-1363.3000000000027,0.26618705035971224,13
aggressive,140,0.0,-1363.3000000000027,0.2642857142857143,13
aggressive,141,-20.1,-1383.4000000000026,0.2624113475177305,13
aggressive,142,-795.9,-2179.3000000000025,0.2605633802816901,14
aggressive,143,-20.1,-2199.4000000000024,0.25874125874125875,14
aggressive,144,-19.9,-2219.3000000000025,0.2569444444444444,14
aggressive,145,0.5,-2218.8000000000025,0.2620689655172414,14
aggressive,146,-9.7,-2228.5000000000023,0.2602739726027397,15
aggressive,147,-0.1,-2228.600000000002,0.2585034013605442,15
aggressive,148,0.0,-2228.600000000002,0.25675675675675674,15
aggressive,149,-0.1,-2228.700000000002,0.2550335570469799,15
aggressive,150,1065.6,-1163.1000000000022,0.26,15
aggressive,151,-0.1,-1163.200000000002,0.2582781456953642,15
aggressive,152,-809.7,-1972.9000000000021,0.2565789473684211,16
aggressive,153,-1155.9,-3128.800000000002,0.2549019607843137,16
aggressive,154,0.0,-3128.800000000002,0.2532467532467532,16
aggressive,155,-10.1,-3138.900000000002,0.25161290322580643,16
aggressive,156,-0.1,-3139.000000000002,0.25,16
aggressive,157,103.6,-3035.400000000002,0.25477707006369427,16
aggressive,158,-9.9,-3045.300000000002,0.25316455696202533,16
aggressive,159,-19.9,-3065.200000000002,0.25157232704402516,16
aggressive,160,-0.1,-3065.300000000002,0.25,16
aggressive,161,-83.4,-3148.700000000002,0.2484472049689441,16
aggressive,162,0.1,-3148.600000000002,0.25308641975308643,16
aggressive,163,0.0,-3148.600000000002,0.25153374233128833,16
aggressive,164,0.1,-3148.5000000000023,0.25609756097560976,16
aggressive,165,0.0,-3148.5000000000023,0.2545454545454545,16
aggressive,166,0.0,-3148.5000000000023,0.25301204819277107,16
aggressive,167,0.0,-3148.5000000000023,0.25149700598802394,16
aggressive,168,0.0,-3148.5000000000023,0.25,16
aggressive,169,0.0,-3148.5000000000023,0.2485207100591716,16
aggressive,170,0.0,-3148.5000000000023,0.24705882352941178,16
aggressive,171,0.0,-3148.5000000000023,0.24561403508771928,16
aggressive,172,0.0,-3148.5000000000023,0.2441860465116279,16
aggressive,173,0.0,-3148.5000000000023,0.24277456647398843,16
aggressive,174,0.0,-3148.5000000000023,0.2413793103448276,16
aggressive,175,0.0,-3148.5000000000023,0.24,16
aggressive,176,0.0,-3148.5000000000023,0.23863636363636365,16
aggressive,177,0.30000000000000004,-3148.200000000002,0.24293785310734464,16
aggressive,178,0.0,-3148.200000000002,0.24157303370786518,16
aggressive,179,0.0,-3148.200000000002,0.24022346368715083,16
aggressive,180,0.0,-3148.200000000002,0.2388888888888889,16
aggressive,181,0.0,-3148.200000000002,0.23756906077348067,16
aggressive,182,0.0,-3148.200000000002,0.23626373626373626,16
aggressive,183,0.0,-3148.200000000002,0.23497267759562843,16
aggressive,184,0.0,-3148.200000000002,0.23369565217391305,16
aggressive,185,0.0,-3148.200000000002,0.23243243243243245,16
aggressive,186,0.0,-3148.200000000002,0.23118279569892472,16
aggressive,187,0.30000000000000004,-3147.900000000002,0.23529411764705882,16
aggressive,188,0.1,-3147.800000000002,0.2393617021276596,16
aggressive,189,0.1,-3147.700000000002,0.24338624338624337,16
aggressive,190,0.1,-3147.600000000002,0.24736842105263157,16
aggressive,191,0.0,-3147.600000000002,0.24607329842931938,16
aggressive,192,0.0,-3147.600000000002,0.24479166666666666,16
aggressive,193,0.0,-3147.600000000002,0.24352331606217617,16
aggressive,194,0.0,-3147.600000000002,0.2422680412371134,16
aggressive,195,0.6000000000000001,-3147.0000000000023,0.24615384615384617,16
aggressive,196,0.1,-3146.9000000000024,0.25,16
aggressive,197,0.0,-3146.9000000000024,0.24873096446700507,16
aggressive,198,0.0,-3146.9000000000024,0.2474747474747475,16
aggressive,199,0.0,-3146.9000000000024,0.24623115577889448,16
aggressive,200,0.30000000000000004,-3146.600000000002,0.25,16
aggressive,201,0.1,-3146.5000000000023,0.2537313432835821,16
aggressive,202,0.0,-3146.5000000000023,0.2524752475247525,16
aggressive,203,0.0,-3146.5000000000023,0.2512315270935961,16
aggressive,204,0.0,-3146.5000000000023,0.25,16
aggressive,205,0.0,-3146.5000000000023,0.24878048780487805,16
aggressive,206,0.1,-3146.4000000000024,0.2524271844660194,16
aggressive,207,0.0,-3146.4000000000024,0.25120772946859904,16
aggressive,208,0.1,-3146.3000000000025,0.2548076923076923,16
aggressive,209,0.0,-3146.3000000000025,0.2535885167464115,16
aggressive,210,0.0,-3146.3000000000025,0.2523809523809524,16
aggressive,211,0.0,-3146.3000000000025,0.25118483412322273,16
aggressive,212,0.30000000000000004,-3146.0000000000023,0.25471698113207547,16
aggressive,213,0.0,-3146.0000000000023,0.2535211267605634,16
aggressive,214,0.0,-3146.0000000000023,0.2523364485981308,16
aggressive,215,0.30000000000000004,-3145.700000000002,0.2558139534883721,16
aggressive,216,0.0,-3145.700000000002,0.25462962962962965,16
aggressive,217,0.1,-3145.600000000002,0.25806451612903225,16
aggressive,218,0.0,-3145.600000000002,0.25688073394495414,16
aggressive,219,0.1,-3145.5000000000023,0.2602739726027397,16
aggressive,220,0.0,-3145.5000000000023,0.2590909090909091,16
aggressive,221,0.0,-3145.5000000000023,0.2579185520361991,16
aggressive,222,0.0,-3145.5000000000023,0.25675675675675674,16
aggressive,223,0.30000000000000004,-3145.200000000002,0.2600896860986547,16
aggressive,224,0.0,-3145.200000000002,0.25892857142857145,16
aggressive,225,0.1,-3145.100000000002,0.26222222222222225,16
aggressive,226,0.30000000000000004,-3144.800000000002,0.26548672566371684,16
aggressive,227,0.0,-3144.800000000002,0.2643171806167401,16
aggressive,228,0.0,-3144.800000000002,0.2631578947368421,16
aggressive,229,0.0,-3144.800000000002,0.26200873362445415,16
aggressive,230,0.0,-3144.800000000002,0.2608695652173913,16
aggressive,231,0.0,-3144.800000000002,0.2597402597402597,16
aggressive,232,0.1,-3144.700000000002,0.2629310344827586,16
aggressive,233,0.0,-3144.700000000002,0.26180257510729615,16
aggressive,234,0.1,-3144.600000000002,0.26495726495726496,16
aggressive,235,0.1,-3144.5000000000023,0.2680851063829787,16
aggressive,236,0.6000000000000001,-3143.9000000000024,0.2711864406779661,16
aggressive,237,0.0,-3143.9000000000024,0.270042194092827,16
aggressive,238,0.1,-3143.8000000000025,0.27310924369747897,16
aggressive,239,0.0,-3143.8000000000025,0.2719665271966527,16
aggressive,240,0.30000000000000004,-3143.5000000000023,0.275,16
aggressive,241,0.0,-3143.5000000000023,0.27385892116182575,16
aggressive,242,0.30000000000000004,-3143.200000000002,0.2768595041322314,16
aggressive,243,0.0,-3143.200000000002,0.2757201646090535,16
aggressive,244,0.0,-3143.200000000002,0.27459016393442626,16
aggressive,245,0.0,-3143.200000000002,0.27346938775510204,16
aggressive,246,0.1,-3143.100000000002,0.2764227642276423,16
aggressive,247,0.0,-3143.100000000002,0.27530364372469635,16
aggressive,248,0.0,-3143.100000000002,0.27419354838709675,16
aggressive,249,0.1,-3143.0000000000023,0.27710843373493976,16
aggressive,250,0.1,-3142.9000000000024,0.28,16
aggressive,251,0.0,-3142.9000000000024,0.2788844621513944,16
aggressive,252,0.0,-3142.9000000000024,0.2777777777777778,16
aggressive,253,0.1,-3142.8000000000025,0.28063241106719367,16
aggressive,254,0.0,-3142.8000000000025,0.2795275590551181,16
aggressive,255,0.0,-3142.8000000000025,0.2784313725490196,16
aggressive,256,0.30000000000000004,-3142.5000000000023,0.28125,16
aggressive,257,0.0,-3142.5000000000023,0.2801556420233463,16
aggressive,258,0.1,-3142.4000000000024,0.28294573643410853,16
aggressive,259,0.1,-3142.3000000000025,0.2857142857142857,16
aggressive,260,0.1,-3142.2000000000025,0.28846153846153844,16
aggressive,261,0.0,-3142.2000000000025,0.28735632183908044,16
aggressive,262,0.0,-3142.2000000000025,0.2862595419847328,16
aggressive,263,0.0,-3142.2000000000025,0.28517110266159695,16
aggressive,264,0.30000000000000004,-3141.9000000000024,0.2878787878787879,16
aggressive,265,0.1,-3141.8000000000025,0.29056603773584905,16
aggressive,266,0.0,-3141.8000000000025,0.2894736842105263,16
aggressive,267,0.0,-3141.8000000000025,0.2883895131086142,16
aggressive,268,0.0,-3141.8000000000025,0.2873134328358209,16
aggressive,269,0.0,-3141.8000000000025,0.2862453531598513,16
aggressive,270,0.1,-3141.7000000000025,0.28888888888888886,16
aggressive,271,0.0,-3141.7000000000025,0.2878228782287823,16
aggressive,272,0.0,-3141.7000000000025,0.2867647058823529,16
aggressive,273,0.0,-3141.7000000000025,0.2857142857142857,16
aggressive,274,0.1,-3141.6000000000026,0.28832116788321166,16
aggressive,275,0.1,-3141.5000000000027,0.2909090909090909,16
aggressive,276,0.0,-3141.5000000000027,0.2898550724637681,16
aggressive,277,0.0,-3141.5000000000027,0.2888086642599278,16
aggressive,278,0.0,-3141.5000000000027,0.28776978417266186,16
aggressive,279,0.0,-3141.5000000000027,0.2867383512544803,16
aggressive,280,0.1,-3141.400000000003,0.2892857142857143,16
aggressive,281,0.0,-3141.400000000003,0.28825622775800713,16
aggressive,282,0.1,-3141.300000000003,0.2907801418439716,16
aggressive,283,0.0,-3141.300000000003,0.28975265017667845,16
aggressive,284,0.0,-3141.300000000003,0.2887323943661972,16
aggressive,285,0.0,-3141.300000000003,0.28771929824561404,16
aggressive,286,0.1,-3141.200000000003,0.2902097902097902,16
aggressive,287,0.1,-3141.100000000003,0.2926829268292683,16
aggressive,288,0.0,-3141.100000000003,0.2916666666666667,16
aggressive,289,0.0,-3141.100000000003,0.2906574394463668,16
aggressive,290,0.1,-3141.000000000003,0.29310344827586204,16
aggressive,291,-20.1,-3161.100000000003,0.2920962199312715,16
aggressive,292,-0.1,-3161.200000000003,0.2910958904109589,16
aggressive,293,859.1,-2302.100000000003,0.2935153583617747,16
aggressive,294,-507.4,-2809.500000000003,0.2925170068027211,17
aggressive,295,0.1,-2809.4000000000033,0.29491525423728815,17
aggressive,296,767.3,-2042.1000000000033,0.2972972972972973,17
aggressive,297,-20.1,-2062.2000000000035,0.2962962962962963,17
aggressive,298,-0.1,-2062.3000000000034,0.2953020134228188,17
aggressive,299,-708.4,-2770.7000000000035,0.29431438127090304,17
aggressive,300,0.5,-2770.2000000000035,0.2966666666666667,17
aggressive,301,-0.1,-2770.3000000000034,0.2956810631229236,17
aggressive,302,-0.1,-2770.4000000000033,0.2947019867549669,17
aggressive,303,-772.7,-3543.100000000003,0.29372937293729373,17
aggressive,304,-19.9,-3563.000000000003,0.29276315789473684,17
aggressive,305,91.6,-3471.4000000000033,0.29508196721311475,17
aggressive,306,-19.7,-3491.100000000003,0.29411764705882354,17
aggressive,307,-19.9,-3511.000000000003,0.2931596091205212,17
aggressive,308,-10.0,-3521.000000000003,0.2922077922077922,17
aggressive,309,-20.1,-3541.100000000003,0.2912621359223301,17
aggressive,310,71.6,-3469.500000000003,0.29354838709677417,17
aggressive,311,-0.1,-3469.600000000003,0.29260450160771706,17
aggressive,312,1475.6,-1994.0000000000032,0.2948717948717949,17
aggressive,313,0.6000000000000001,-1993.4000000000033,0.2971246006389776,17
aggressive,314,643.1,-1350.3000000000034,0.29936305732484075,17
aggressive,315,389.0,-961.3000000000034,0.30158730158730157,17
aggressive,316,251.1,-710.2000000000033,0.3037974683544304,17
aggressive,317,163.0,-547.2000000000033,0.305993690851735,17
aggressive,318,-127.4,-674.6000000000033,0.3050314465408805,18
aggressive,319,192.1,-482.5000000000033,0.3072100313479624,18
aggressive,320,121.1,-361.4000000000033,0.309375,18
aggressive,321,-19.4,-380.80000000000325,0.308411214953271,18
aggressive,322,233.6,-147.20000000000326,0.3105590062111801,18
aggressive,323,51.6,-95.60000000000326,0.3126934984520124,18
aggressive,324,51.6,-44.00000000000326,0.3148148148148148,18
aggressive,325,-0.1,-44.10000000000326,0.31384615384615383,18
aggressive,326,111.6,67.49999999999673,0.3159509202453988,18
aggressive,327,-59.4,8.099999999996733,0.3149847094801223,18
aggressive,328,-29.4,-21.300000000003266,0.31402439024390244,18
aggressive,329,31.6,10.299999999996736,0.3161094224924012,18
aggressive,330,51.6,61.89999999999674,0.3181818181818182,18
aggressive,331,41.6,103.49999999999673,0.3202416918429003,18
aggressive,332,-39.4,64.09999999999673,0.3192771084337349,18
aggressive,333,-59.4,4.699999999996727,0.3183183183183183,18
aggressive,334,81.6,86.29999999999671,0.3203592814371258,18
aggressive,335,31.6,117.89999999999671,0.32238805970149254,18
aggressive,336,-39.4,78.4999999999967,0.32142857142857145,19
aggressive,337,51.6,130.0999999999967,0.32344213649851633,19
aggressive,338,71.6,201.6999999999967,0.3254437869822485,19
aggressive,339,-0.1,201.5999999999967,0.32448377581120946,19
aggressive,340,-0.1,201.4999999999967,0.3235294117647059,19
aggressive,341,-59.4,142.0999999999967,0.3225806451612903,19
aggressive,342,61.6,203.6999999999967,0.32456140350877194,19
aggressive,343,81.6,285.29999999999666,0.32653061224489793,19
aggressive,344,-9.4,275.8999999999967,0.32558139534883723,19
aggressive,345,-59.4,216.49999999999667,0.32463768115942027,19
aggressive,346,91.6,308.09999999999667,0.3265895953757225,19
aggressive,347,-19.9,288.1999999999967,0.3256484149855908,19
aggressive,348,-29.4,258.7999999999967,0.32471264367816094,19
aggressive,349,71.6,330.3999999999967,0.32664756446991405,19
aggressive,350,-49.4,280.9999999999967,0.32571428571428573,19
aggressive,351,-9.9,271.0999999999967,0.3247863247863248,19
aggressive,352,51.6,322.69999999999675,0.32670454545454547,19
aggressive,353,-9.4,313.29999999999677,0.32577903682719545,19
aggressive,354,-9.4,303.8999999999968,0.3248587570621469,19
aggressive,355,-59.4,244.4999999999968,0.323943661971831,19
aggressive,356,-9.9,234.59999999999678,0.32303370786516855,19
aggressive,357,-59.4,175.19999999999678,0.32212885154061627,19
aggressive,358,61.6,236.79999999999677,0.3240223463687151,19
aggressive,359,-29.4,207.39999999999677,0.3231197771587744,19
aggressive,360,-29.4,177.99999999999676,0.32222222222222224,19
aggressive,361,-29.4,148.59999999999675,0.32132963988919666,19
aggressive,362,0.6000000000000001,149.19999999999675,0.32320441988950277,19
aggressive,363,51.6,200.79999999999674,0.325068870523416,19
aggressive,364,41.6,242.39999999999674,0.3269230769230769,19
aggressive,365,31.6,273.99999999999676,0.3287671232876712,19
aggressive,366,-29.4,244.59999999999675,0.32786885245901637,19
aggressive,367,-59.4,185.19999999999675,0.32697547683923706,19
aggressive,368,81.6,266.79999999999677,0.328804347826087,19
aggressive,369,-39.4,227.39999999999677,0.32791327913279134,19
aggressive,370,71.6,298.99999999999676,0.32972972972972975,19
aggressive,371,-29.4,269.5999999999968,0.3288409703504043,19
aggressive,372,41.6,311.1999999999968,0.33064516129032256,19
aggressive,373,61.6,372.7999999999968,0.3324396782841823,19
aggressive,374,41.6,414.39999999999685,0.3342245989304813,19
aggressive,375,-39.4,374.9999999999969,0.3333333333333333,19
aggressive,376,-29.4,345.5999999999969,0.3324468085106383,19
aggressive,377,-9.4,336.1999999999969,0.33156498673740054,19
aggressive,378,-49.4,286.79999999999694,0.3306878306878307,19
aggressive,379,-19.9,266.89999999999696,0.32981530343007914,19
aggressive,380,0.1,266.999999999997,0.33157894736842103,19
aggressive,381,-0.1,266.89999999999696,0.33070866141732286,20
aggressive,382,-39.4,227.49999999999696,0.3298429319371728,20
aggressive,383,-19.7,207.79999999999697,0.3289817232375979,20
aggressive,384,-9.7,198.09999999999698,0.328125,20
aggressive,385,51.6,249.69999999999698,0.32987012987012987,20
aggressive,386,-39.4,210.29999999999697,0.3290155440414508,20
aggressive,387,61.6,271.89999999999696,0.330749354005168,20
aggressive,388,-29.4,242.49999999999696,0.32989690721649484,20
aggressive,389,-9.4,233.09999999999695,0.32904884318766064,20
aggressive,390,-29.4,203.69999999999695,0.3282051282051282,20
aggressive,391,-39.4,164.29999999999694,0.3273657289002558,20
aggressive,392,-29.4,134.89999999999694,0.32653061224489793,20
aggressive,393,-49.4,85.49999999999693,0.3256997455470738,20
aggressive,394,-59.4,26.099999999996932,0.3248730964467005,20
aggressive,395,-49.4,-23.300000000003067,0.3240506329113924,20
aggressive,396,-29.4,-52.700000000003065,0.32323232323232326,20
aggressive,397,-59.4,-112.10000000000306,0.3224181360201511,20
aggressive,398,111.6,-0.5000000000030695,0.3241206030150754,20
aggressive,399,61.6,61.09999999999693,0.3258145363408521,20
aggressive,400,-29.7,31.399999999996933,0.325,20
aggressive,401,-29.4,1.999999999996934,0.32418952618453867,20
aggressive,402,81.6,83.59999999999692,0.32587064676616917,20
aggressive,403,-39.4,44.199999999996926,0.3250620347394541,20
aggressive,404,-49.4,-5.200000000003072,0.32425742574257427,20
aggressive,405,81.6,76.39999999999692,0.32592592592592595,20
aggressive,406,51.6,127.99999999999693,0.3275862068965517,20
aggressive,407,-59.4,68.59999999999692,0.32678132678132676,20
aggressive,408,-49.4,19.199999999996926,0.32598039215686275,20
aggressive,409,51.6,70.79999999999693,0.3276283618581907,20
aggressive,410,-29.4,41.39999999999693,0.32682926829268294,20
aggressive,411,-19.4,21.99999999999693,0.3260340632603406,20
aggressive,412,-19.4,2.599999999996932,0.32524271844660196,20
aggressive,413,81.6,84.19999999999692,0.3268765133171913,20
aggressive,414,81.6,165.7999999999969,0.3285024154589372,20
aggressive,415,-39.4,126.39999999999691,0.327710843373494,20
aggressive,416,-39.4,86.9999999999969,0.3269230769230769,20
aggressive,417,31.6,118.5999999999969,0.328537170263789,20
aggressive,418,-49.4,69.19999999999689,0.3277511961722488,20
aggressive,419,-39.4,29.799999999996892,0.3269689737470167,20
aggressive,420,-0.1,29.69999999999689,0.3261904761904762,20
aggressive,421,-29.4,0.2999999999968921,0.3254156769596199,20
aggressive,422,91.6,91.89999999999688,0.32701421800947866,20
aggressive,423,-59.4,32.49999999999688,0.3262411347517731,20
aggressive,424,-69.4,-36.900000000003125,0.32547169811320753,20
aggressive,425,31.6,-5.3000000000031235,0.3270588235294118,20
aggressive,426,71.6,66.29999999999687,0.3286384976525822,20
aggressive,427,-19.4,46.89999999999687,0.32786885245901637,20
aggressive,428,41.6,88.49999999999687,0.3294392523364486,20
aggressive,429,61.6,150.09999999999687,0.331002331002331,20
aggressive,430,-29.4,120.69999999999686,0.3302325581395349,20
aggressive,431,-29.4,91.29999999999686,0.3294663573085847,20
aggressive,432,41.6,132.89999999999685,0.33101851851851855,20
aggressive,433,81.6,214.49999999999685,0.3325635103926097,20
aggressive,434,111.6,326.09999999999684,0.33410138248847926,20
aggressive,435,-0.1,325.9999999999968,0.3333333333333333,20
aggressive,436,-29.4,296.59999999999684,0.33256880733944955,20
aggressive,437,91.6,388.19999999999686,0.3340961098398169,20
aggressive,438,71.6,459.7999999999969,0.3356164383561644,20
aggressive,439,-39.4,420.3999999999969,0.3348519362186788,20
aggressive,440,-9.9,410.49999999999693,0.3340909090909091,20
aggressive,441,81.6,492.09999999999695,0.3356009070294785,20
aggressive,442,-49.4,442.699999999997,0.334841628959276,20
aggressive,443,-9.4,433.299999999997,0.3340857787810384,20
aggressive,444,-9.4,423.899999999997,0.3333333333333333,20
aggressive,445,-39.4,384.49999999999704,0.3325842696629214,20
aggressive,446,-29.4,355.09999999999707,0.33183856502242154,20
